Tweet ID,Tweet,Class,Stance,Class,Stance,Class,Stance
470626,"What Trump, republicans really not telling Americans! Man gets COVID two times? https://t.co/gC0Gv0pEhU",Trust in government,Against,Conspiracy beliefs,Favor,Vote choice (government),None
383948,"@Tercet @michaelwhite That’s true, but with flu it’s usually, sadly, a straight decline, whereas COVID19 does appear to be a relapsing illness. Many people seem to get better, only to suddenly develop severe symptoms or to suffer ‘long Covid’ for many months, despite often having had moderate illness",NONE,None,,,,
237886,"Please, read this thread.
#COVID19 is not an ""old people disease"" and the economic cost of an out of control pandemic will be immense - even if compared to the economic cost of a global lockdown. https://t.co/o45a6DDavN",Support for restrictions,Favor,Concern - the economy,Against,,
162917,"Personal favourite this week - Finland's 'Lockdown dialogues' https://t.co/3WWK6EXklb which ""offer citizens and communities the possibility for constructive dialogues during the strains of the lockdown"". Great eg of real-time sense-making.",Fatigue,None,Support for restrictions,None,,
473886,"Citizens killed by #covid19/#Corona/#Trump per 1 Million (Johns Hopkins 21st Oct./22nd Oct. 2020 EU 10 am)

Florida 767/772 +5
Brasil 730/733 +3
USA 674/677 +3
UK 667/670 +3
Texas 627/630 +3
Italy 612/614  +2
Sweden 592/593 +1
France 506/508 +2
GERMANY 119/119 +0

#Vote #Biden",Trust in government,Against,Vote choice (government),None,Political ideology,None
76826,"@DBeattie85 @anonymort @lewis_goodall Would you be so blase if it was killing millions? Also, you do realise the NHS would literally totally collapse under the pressure of tens of thousands of extremely sick people needing treatment at the same time? Or maybe you'd just leave them all to die without treatment?",Concern- hospitals,Favor,,,,
307103,"@Mdu0801 @KhuselaS @Prudy_SA @CyrilRamaphosa I understand, but again there is even &lt;10% of hospital admission in the 4 province for corona illness",Concern- hospitals,Against,,,,
7423,"@DJSteveLawler Boris is enforcing the global elites remit , have you focus on Corona whicm is a proxy  , when really it's social and economic control he is after for the Rothschild Zionist agenda ....",Conspiracy beliefs,Favor,Trust in government,Against,Democratic rights,Favor
182044,Dr Horton: please do the right thing - say sorry to thousands of harmed CFS/ME patients &amp; retract the #PACEtrial paper without any further procrastination. https://t.co/OI1E22gCDZ,NONE,None,,,,
57298,"We understand @realDonaldTrump and @BorisJohnson are busy with elections &amp; #Brexit #COVID atm. However, #Nigerians are counting on the intl communities to intervene. Lots of lives has been lost already. @UN_Spokesperson @UN_News_Centre @WhiteHouse @commonwealthsec @EU_Commission https://t.co/pSotRbM8AH",NONE,None,,,,
400138,"@realDonaldTrump Instead of trying to over throw the election, you should focus on fighting COVID. Over 100 000 americans is currently being treated in hospitals. You called COVID a hoax, you down played it and you also claimed that after November 3rd media wouldn't even report about it.",Trust in government,Against,Vote choice (government),None,,
514397,Lockdown “light” clearly going well then 😷😷😷 https://t.co/TNokdQB93o,Support for restrictions,Against,,,,
153601,"You can help support education and gender equality in the South Luangwa Region of Zambia where we were last year.
They need help as all the lodges supporting the NGO had to close down due to COVID19.
#COVID19 #Covid #NGO #ONG #Zambia #donation #Education

https://t.co/LOPEhyjcHO",NONE,None,,,,
45230,"Funding to top up the 66% furloughed only in those areas locked down, doesn't sound nearly enough to encourage people to stay home does it? https://t.co/vWC8KDFvOw",Support for restrictions,Favor,,,,
332254,"As we continue to watch Covid race across the USA, New York leads for at least 6 laps over closest follower, Michigan manages to pass California for a solid second place, while Illinois tries to get pass inwards to third place, Florida and Louisiana coming
https://t.co/wS3QF6HnqM",NONE,None,,,,
510204,"@realDonaldTrump @DonaldJTrumpJr 

Preise real this! After tomorrow we have a Dictatorship in Germany. https://t.co/UtPiiaxT8Z",Democratic rights,Favor,,,,
189128,"The moral of the #AdriaTourCovidCluster:

1. Covid testing during tournaments needs to be DAILY.
2. Extreme social distancing will be need to be enforced.
3. Players who violate distancing should be immediately defaulted from the event.

#TennisIsBack #TennisIsBackwards",Support for restrictions,Favor,,,,
307303,"@statedeptspox Mind your own business.
Focus on Human Right Violations in USA, where peoples are dying because of COVID-19. Incapable USA government.
We are concerning about human rights violation in USA.
First you should focus on COVID-19 in USA.
Don't interfere in other countries matters.",Trust in government,Against,Democratic rights,Favor,,
248052,@CathClimateMvmt We founded our @LSC_Piossasco and now we are trying to help people reflect on their life style during #COVID19 pandemic! 🌱🌳🌎 https://t.co/NeoG4Y21PB,Behaviour change,None,,,,
337943,The mass misery is becoming palpable #COVID19,Fatigue,Favor,,,,
74085,Can't wait to hear what her conspiracy theory is 😂 https://t.co/X2fYT9C8ct,Misinformation,Favor,,,,
408420,"@TheLocalSweden The pandemic law looks like a panic law. 
This is what happens when a government and a National Health Agency deny the facts months after months.",Trust in the national health authorities,Against,Trust in government,Against,,
148329,"BREXITERS MISS OUT ON AID

France, Germany back recovery fund

France and Germany are proposing to create a €500bn recovery fund that would offer grants to sectors and regions hit hard by the coronavirus crisis.

BECAUSE OF BREXIT - THE AID IS EXCLUSIVE TO EU COUNTRIES",Concern - the economy,Favor,,,,
115680,science fiction is the realism of our time. The sense that we are all now stuck in a science-fiction novel that we’re writing together—that’s another sign of the emerging structure of feeling https://t.co/VTQlPSmubX,NONE,None,,,,
474747,"@DanielJHannan I think that making a ""Labour decision"" will be a new phrase to mean, to pick what ever choice is wrong or not what voters want.  Obviously they all start with a cunning plan!😀

#Brexit #Lockdown",Trust in government,Against,,,,
41184,"Your ignorance, actions or omission can lead to the death of those around you. https://t.co/N9i3quRC6k",Concern- you and your family,Favor,Support for restrictions,Favor,,
357887,"Most likely my most of the family is covid positive. My heart is sinking. Uff. Prayers needed.

 #COVID19 
#COVIDー19",Concern- you and your family,Favor,,,,
232278,Blockaded Gaza looks wryly on as world isolates itself https://t.co/NSIGFVk4Hq,NONE,None,,,,
40401,I’m a bit late posting this but read this weekend’s column  on  how another lockdown isn’t the answer. https://t.co/v3TqgVKMIg,Support for restrictions,Against,,,,
335334,"The science is saying 
it’s highly contagious
You might not have symptoms
You might be a patient
in a hospital
If there’s any room left
‘cause the truth is 
— too many humans
too few beds",Concern- hospitals,Favor,Trust in scientists,Favor,,
95445,"“We cannot dismantle the health system through austerity and then expect it to serve people when the need is at its highest, especially in poor and marginalised communities.”

https://t.co/zD8ToSRddE",Concern- hospitals,Favor,,,,
411466,Today' actions in Capitol Hill were expected. It's all pegged on Trump's attitude and conduct. He thinks  and behaves like most of our presidents in Africa! He's the disgrace I spoke about several weeks ago in November! https://t.co/GJ6huis1cU,Trust in government,Against,Political ideology,None,Vote choice (government),None
333395,Proof that we can’t think for ourselves and just accept any old tosh the govt tells us. Political agenda does not equal fact. https://t.co/OvUIOdupaV,Conspiracy beliefs,Favor,Trust in government,Against,,
443443,@WTAE First covid now this shit. I’m going home,NONE,None,,,,
133900,"1/8 remittances buy food and help to pay utility bills, cover medical treatment and kids education. Remittances reduce poverty, keep unemployment low, feed indirectly national budgets (consumption &amp; VAT) &amp; reduce accounts deficits.",NONE,None,,,,
94903,BoJo the clown 🤡 could have chosen the people or the economy and saved one - he managed to fail both.  #ToryIncompetence #BorisHasFailedTheNation https://t.co/cXSqMz3qNA,Trust in government,Against,Vote choice (government),None,Political ideology,None
420603,"The woman, who spouted fake news shortly before the attempted storming of the Bundestag claimed it wasn’t false information: ""It is not false information that Trump was in Berlin. Our informants have provided us with clear evidence.""

Another delusional right wing, esoteric loon. https://t.co/eBQ4qsJYTH",Misinformation,Favor,Political ideology,None,Vote choice (government),None
3249,A poignant story of a talent stifled under apartheid... interested to hear that his family had been removed from Simonstown under the Group Areas Act https://t.co/AsxkUy1pZz,NONE,None,,,,
464841,Authentic member of the Black U.S. electorate https://t.co/tv6OOcL2YI,Vote choice (government),None,,,,
476182,"This new record is not because the US does more testing than any other nation. Many places won’t test unless you’ve been exposed or have symptoms. From what I’ve seen, many Americans aren’t taking it seriously...and this new record won’t even bother them. https://t.co/Gk1n6iyNXR",Trust in scientists,Favor,,,,
337522,"@cecilia_naucler @Telegraph Pay so much taxes in Sweden and what happened!! Not enough of anything in healthcare. Playing with people’s life because the economy is more important !!
People are not more listining here.
They spit right in front of you, cough, sneeze out loud..  that is the reality!!",Concern - the economy,Against,Concern- hospitals,Favor,,
416654,"Confidence in the way Sweden is handling the pandemic is going down down down. I’m concerned about how that will manifest, both in following the meager guidelines we have, and the next elections.",Concern - social unrest and crime,Favor,Trust in government,Against,,
54967,Now Liverpool are in a tier-3 lockdown I am sure we'll lose more people to suicide and mental health than covid. The irony of saturday being world mental health day yet theres still severe cuts to NHS funding in this area. No new measures in place to help those that are suffering,Support for restrictions,Against,,,,
